representation,clustering_method,seed,params,clustering_time_s,error,n_clusters,noise_count,noise_ratio,silhouette,calinski_harabasz,davies_bouldin,bic,aic,inertia,silhouette_all,calinski_harabasz_all,davies_bouldin_all
word2vec,hdbscan,42,"{""allow_single_cluster"": false, ""metric"": ""euclidean"", ""min_cluster_size"": 30, ""min_samples"": null}",54.202,,206,9747,0.19494,0.9058692455291748,3880.7830347116624,1.84258535677516,,,,0.6352666616439819,288.1541300576812,2.3992116407812007
word2vec,hdbscan,42,"{""allow_single_cluster"": false, ""metric"": ""euclidean"", ""min_cluster_size"": 50, ""min_samples"": null}",60.418,,131,11693,0.23386,0.9169794917106628,4811.694293005985,2.42482772232499,,,,0.6009461879730225,330.9227384389572,2.9878766398979475
word2vec,gmm,42,"{""covariance_type"": ""diag"", ""n_components"": 10, ""reg_covar"": 0.0001}",0.759,,10,0,0.0,0.270679622888565,922.974207850428,3.5442643276196875,-2515115.540934439,-2524014.6972234086,,,,
word2vec,gmm,42,"{""covariance_type"": ""diag"", ""n_components"": 10, ""reg_covar"": 0.001}",0.748,,10,0,0.0,0.2533422708511352,913.387710123374,3.599362227325135,793426.7113129086,784527.5550239385,,,,
word2vec,gmm,42,"{""covariance_type"": ""diag"", ""n_components"": 10, ""reg_covar"": 1e-05}",0.699,,10,0,0.0,0.2705296277999878,922.1072220912988,3.544142970931748,-4367411.93465009,-4376311.09093906,,,,
word2vec,gmm,42,"{""covariance_type"": ""diag"", ""n_components"": 10, ""reg_covar"": 1e-06}",0.711,,10,0,0.0,0.2705296277999878,922.1072220912988,3.544142970931748,-6204541.882636467,-6213441.038925437,,,,
word2vec,gmm,42,"{""covariance_type"": ""diag"", ""n_components"": 100, ""reg_covar"": 0.0001}",6.531,,100,0,0.0,0.6430749893188477,958.9544373543029,2.298495720210162,-8257530.16355267,-8346601.104446929,,,,
word2vec,gmm,42,"{""covariance_type"": ""diag"", ""n_components"": 100, ""reg_covar"": 0.001}",9.619,,100,0,0.0,0.645301878452301,970.7273613950546,2.328404274915682,-5098619.297250092,-5187690.238144351,,,,
word2vec,gmm,42,"{""covariance_type"": ""diag"", ""n_components"": 100, ""reg_covar"": 1e-05}",6.26,,100,0,0.0,0.6429340839385986,952.8270926524764,2.287715720096452,-11231612.121038511,-11320683.06193277,,,,
word2vec,gmm,42,"{""covariance_type"": ""diag"", ""n_components"": 100, ""reg_covar"": 1e-06}",6.522,,100,0,0.0,0.6426795721054077,949.631209787783,2.282203879713073,-14768821.380294155,-14857892.321188414,,,,
word2vec,gmm,42,"{""covariance_type"": ""diag"", ""n_components"": 15, ""reg_covar"": 0.0001}",1.148,,15,0,0.0,0.3414422273635864,1018.1767039494372,3.1589834499492384,-3449065.466504848,-3462418.610827445,,,,
word2vec,gmm,42,"{""covariance_type"": ""diag"", ""n_components"": 15, ""reg_covar"": 0.001}",1.156,,15,0,0.0,0.3414856493473053,1018.374328066308,3.1610434199003383,-1459271.5105210375,-1472624.654843635,,,,
word2vec,gmm,42,"{""covariance_type"": ""diag"", ""n_components"": 15, ""reg_covar"": 1e-05}",1.146,,15,0,0.0,0.3414544463157654,1017.7785886313904,3.159400020431983,-5326453.456584672,-5339806.60090727,,,,
word2vec,gmm,42,"{""covariance_type"": ""diag"", ""n_components"": 15, ""reg_covar"": 1e-06}",1.178,,15,0,0.0,0.3414544463157654,1017.7785886313904,3.159400020431983,-7168686.135022144,-7182039.279344741,,,,
word2vec,gmm,42,"{""covariance_type"": ""diag"", ""n_components"": 2, ""reg_covar"": 0.0001}",0.252,,2,0,0.0,0.0007100826478563,812.0923844737551,1.4417454710922224,6898562.144767299,6896789.369332133,,,,
word2vec,gmm,42,"{""covariance_type"": ""diag"", ""n_components"": 2, ""reg_covar"": 0.001}",0.252,,2,0,0.0,0.0007100826478563,812.0923844737551,1.4417454710922224,6899798.164342294,6898025.388907128,,,,
word2vec,gmm,42,"{""covariance_type"": ""diag"", ""n_components"": 2, ""reg_covar"": 1e-05}",0.248,,2,0,0.0,0.0007100826478563,812.0923844737551,1.4417454710922224,6898532.08868931,6896759.313254143,,,,
word2vec,gmm,42,"{""covariance_type"": ""diag"", ""n_components"": 2, ""reg_covar"": 1e-06}",0.256,,2,0,0.0,0.0007100826478563,812.0923844737551,1.4417454710922224,6898531.743303469,6896758.967868303,,,,
word2vec,gmm,42,"{""covariance_type"": ""diag"", ""n_components"": 20, ""reg_covar"": 0.0001}",1.278,,20,0,0.0,0.3492012917995453,944.709944956307,2.9705434973308407,-3567962.406429802,-3585769.538786026,,,,
word2vec,gmm,42,"{""covariance_type"": ""diag"", ""n_components"": 20, ""reg_covar"": 0.001}",1.302,,20,0,0.0,0.3492579162120819,945.798362104636,2.970154339446842,-1577120.0284723665,-1594927.1608285909,,,,
word2vec,gmm,42,"{""covariance_type"": ""diag"", ""n_components"": 20, ""reg_covar"": 1e-05}",1.332,,20,0,0.0,0.349207729101181,944.678942875297,2.970352901387053,-5445456.703532247,-5463263.835888471,,,,
word2vec,gmm,42,"{""covariance_type"": ""diag"", ""n_components"": 20, ""reg_covar"": 1e-06}",1.249,,20,0,0.0,0.349207729101181,944.678942875297,2.970352901387053,-7287692.50541982,-7305499.637776044,,,,
word2vec,gmm,42,"{""covariance_type"": ""diag"", ""n_components"": 3, ""reg_covar"": 0.0001}",0.221,,3,0,0.0,0.0203785151243209,814.9113378244625,1.2700830482230083,6394652.131713336,6391988.558671445,,,,
word2vec,gmm,42,"{""covariance_type"": ""diag"", ""n_components"": 3, ""reg_covar"": 0.001}",0.23,,3,0,0.0,0.0203785151243209,814.9113378244625,1.2700830482230083,6514586.378441031,6511922.805399139,,,,
word2vec,gmm,42,"{""covariance_type"": ""diag"", ""n_components"": 3, ""reg_covar"": 1e-05}",0.228,,3,0,0.0,0.0203785151243209,814.9113378244625,1.2700830482230083,6275923.815324446,6273260.2422825545,,,,
word2vec,gmm,42,"{""covariance_type"": ""diag"", ""n_components"": 3, ""reg_covar"": 1e-06}",0.222,,3,0,0.0,0.0203785151243209,814.9113378244625,1.2700830482230083,6157225.217270292,6154561.644228401,,,,
word2vec,gmm,42,"{""covariance_type"": ""diag"", ""n_components"": 30, ""reg_covar"": 0.0001}",2.936,,30,0,0.0,0.4990595579147339,956.6832409662312,3.1600875612491737,-5326299.674166098,-5353014.782589577,,,,
word2vec,gmm,42,"{""covariance_type"": ""diag"", ""n_components"": 30, ""reg_covar"": 0.001}",3.086,,30,0,0.0,0.4994283318519592,958.332023164118,3.163192466760361,-3145980.6934957686,-3172695.8019192475,,,,
word2vec,gmm,42,"{""covariance_type"": ""diag"", ""n_components"": 30, ""reg_covar"": 1e-05}",3.086,,30,0,0.0,0.4990544021129608,956.6887877202096,3.160055974867306,-7350256.871590622,-7376971.980014101,,,,
word2vec,gmm,42,"{""covariance_type"": ""diag"", ""n_components"": 30, ""reg_covar"": 1e-06}",2.88,,30,0,0.0,0.4953571259975433,946.8057757945178,3.1584662025214336,-9739963.542389937,-9766678.650813416,,,,
word2vec,gmm,42,"{""covariance_type"": ""diag"", ""n_components"": 4, ""reg_covar"": 0.0001}",0.273,,4,0,0.0,0.1217645108699798,877.7024223308488,3.452194021978043,3338351.6937118936,3334797.323063276,,,,
word2vec,gmm,42,"{""covariance_type"": ""diag"", ""n_components"": 4, ""reg_covar"": 0.001}",0.308,,4,0,0.0,0.1217645108699798,877.7024223308488,3.452194021978043,3473052.0239921445,3469497.653343527,,,,
word2vec,gmm,42,"{""covariance_type"": ""diag"", ""n_components"": 4, ""reg_covar"": 1e-05}",0.291,,4,0,0.0,0.1217645108699798,877.7024223308488,3.452194021978043,3219351.31850078,3215796.947852162,,,,
word2vec,gmm,42,"{""covariance_type"": ""diag"", ""n_components"": 4, ""reg_covar"": 1e-06}",0.273,,4,0,0.0,0.1217645108699798,877.7024223308488,3.452194021978043,3100649.758778708,3097095.38813009,,,,
word2vec,gmm,42,"{""covariance_type"": ""diag"", ""n_components"": 40, ""reg_covar"": 0.0001}",3.715,,40,0,0.0,0.5262001156806946,1046.835378180471,2.6464638798418685,-5752537.03100682,-5788160.115497553,,,,
word2vec,gmm,42,"{""covariance_type"": ""diag"", ""n_components"": 40, ""reg_covar"": 0.001}",3.833,,40,0,0.0,0.5332738757133484,1064.7801606679152,2.640921094530306,-3365620.0134495148,-3401243.097940248,,,,
word2vec,gmm,42,"{""covariance_type"": ""diag"", ""n_components"": 40, ""reg_covar"": 1e-05}",3.502,,40,0,0.0,0.5263098478317261,1048.1183782870382,2.648421983265817,-7893684.941035467,-7929308.0255262,,,,
word2vec,gmm,42,"{""covariance_type"": ""diag"", ""n_components"": 40, ""reg_covar"": 1e-06}",3.464,,40,0,0.0,0.5246604681015015,1042.522102728154,2.650297890544936,-10605909.86183584,-10641532.946326572,,,,
word2vec,gmm,42,"{""covariance_type"": ""diag"", ""n_components"": 5, ""reg_covar"": 0.0001}",0.289,,5,0,0.0,0.1269241273403167,841.4998068234988,3.021893256984122,3299060.411200572,3294615.2429452287,,,,
word2vec,gmm,42,"{""covariance_type"": ""diag"", ""n_components"": 5, ""reg_covar"": 0.001}",0.365,,5,0,0.0,0.1269241273403167,841.4998068234988,3.021893256984122,3433776.9331980706,3429331.764942728,,,,
word2vec,gmm,42,"{""covariance_type"": ""diag"", ""n_components"": 5, ""reg_covar"": 1e-05}",0.293,,5,0,0.0,0.1269241273403167,841.4998068234988,3.021893256984122,3180059.816575091,3175614.648319748,,,,
word2vec,gmm,42,"{""covariance_type"": ""diag"", ""n_components"": 5, ""reg_covar"": 1e-06}",0.3,,5,0,0.0,0.1269241273403167,841.4998068234988,3.021893256984122,3061358.253757636,3056913.085502293,,,,
word2vec,gmm,42,"{""covariance_type"": ""diag"", ""n_components"": 50, ""reg_covar"": 0.0001}",3.358,,50,0,0.0,0.5433968901634216,1082.099768015713,2.252022746162724,-5932773.675994664,-5977304.736552651,,,,
word2vec,gmm,42,"{""covariance_type"": ""diag"", ""n_components"": 50, ""reg_covar"": 0.001}",3.851,,50,0,0.0,0.5473825931549072,1096.7488136545203,2.269794386188396,-3490414.1433879994,-3534945.203945987,,,,
word2vec,gmm,42,"{""covariance_type"": ""diag"", ""n_components"": 50, ""reg_covar"": 1e-05}",4.515,,50,0,0.0,0.5432953834533691,1073.479352824308,2.277917120006814,-8091683.974200287,-8136215.034758274,,,,
word2vec,gmm,42,"{""covariance_type"": ""diag"", ""n_components"": 50, ""reg_covar"": 1e-06}",4.764,,50,0,0.0,0.5426871180534363,1068.5482184367704,2.277077455942558,-10826929.745459322,-10871460.80601731,,,,
word2vec,gmm,42,"{""covariance_type"": ""diag"", ""n_components"": 75, ""reg_covar"": 0.0001}",4.031,,75,0,0.0,0.6076652407646179,1000.3831997750426,2.288145018199158,-7530423.317738832,-7597224.318464955,,,,
word2vec,gmm,42,"{""covariance_type"": ""diag"", ""n_components"": 75, ""reg_covar"": 0.001}",4.183,,75,0,0.0,0.6123213768005371,1023.6898904828932,2.3100381733647346,-4553230.100459707,-4620031.10118583,,,,
word2vec,gmm,42,"{""covariance_type"": ""diag"", ""n_components"": 75, ""reg_covar"": 1e-05}",4.504,,75,0,0.0,0.6074500679969788,998.4000442212434,2.2832584078418674,-10266436.375607949,-10333237.376334071,,,,
word2vec,gmm,42,"{""covariance_type"": ""diag"", ""n_components"": 75, ""reg_covar"": 1e-06}",4.438,,75,0,0.0,0.6072869300842285,996.9906276963668,2.287853808925078,-13596777.423549386,-13663578.42427551,,,,
word2vec,gmm,42,"{""covariance_type"": ""diag"", ""n_components"": 8, ""reg_covar"": 0.0001}",0.582,,8,0,0.0,0.2013759315013885,914.1134398565204,3.2313639692289264,1240799.6897443803,1233682.1286688612,,,,
word2vec,gmm,42,"{""covariance_type"": ""diag"", ""n_components"": 8, ""reg_covar"": 0.001}",0.716,,8,0,0.0,0.2014219164848327,914.264317520256,3.231850310298172,1854647.4404564644,1847529.879380945,,,,
word2vec,gmm,42,"{""covariance_type"": ""diag"", ""n_components"": 8, ""reg_covar"": 1e-05}",0.638,,8,0,0.0,0.2013680934906005,914.3198061167078,3.2272727518727686,720151.2984977079,713033.7374221889,,,,
word2vec,gmm,42,"{""covariance_type"": ""diag"", ""n_components"": 8, ""reg_covar"": 1e-06}",0.614,,8,0,0.0,0.2013680934906005,914.3198061167078,3.2272727518727686,220998.4173641639,213880.8562886448,,,,
doc2vec,agglomerative,42,"{""linkage"": ""ward"", ""n_clusters"": 100}",82.83,,100,0,0.0,-0.0450387075543403,267.64536657885293,2.338225146490128,,,,,,
doc2vec,agglomerative,42,"{""linkage"": ""ward"", ""n_clusters"": 10}",80.448,,10,0,0.0,-0.0728162825107574,492.88299714340656,3.3799804705501706,,,,,,
doc2vec,agglomerative,42,"{""linkage"": ""ward"", ""n_clusters"": 15}",82.06,,15,0,0.0,-0.0585578121244907,464.4184067907699,3.083232261250648,,,,,,
doc2vec,agglomerative,42,"{""linkage"": ""ward"", ""n_clusters"": 20}",80.517,,20,0,0.0,-0.0283588748425245,439.9820650472968,3.411732668885974,,,,,,
doc2vec,agglomerative,42,"{""linkage"": ""ward"", ""n_clusters"": 2}",87.781,,2,0,0.0,-0.0369469113647937,596.9041813750594,5.925606772459114,,,,,,
doc2vec,agglomerative,42,"{""linkage"": ""ward"", ""n_clusters"": 30}",82.337,,30,0,0.0,-0.0249056313186883,402.6704246024865,3.1874685363250976,,,,,,
doc2vec,agglomerative,42,"{""linkage"": ""ward"", ""n_clusters"": 3}",84.078,,3,0,0.0,-0.1067884787917137,560.0359795417885,4.668982273669268,,,,,,
doc2vec,agglomerative,42,"{""linkage"": ""ward"", ""n_clusters"": 40}",81.777,,40,0,0.0,-0.0144935054704546,373.40666278162,2.925876860723436,,,,,,
doc2vec,agglomerative,42,"{""linkage"": ""ward"", ""n_clusters"": 4}",84.348,,4,0,0.0,-0.1041593998670578,547.4724008385273,3.879974293034589,,,,,,
doc2vec,agglomerative,42,"{""linkage"": ""ward"", ""n_clusters"": 50}",82.307,,50,0,0.0,-0.0133122205734252,349.9959829623725,2.643523548572765,,,,,,
doc2vec,agglomerative,42,"{""linkage"": ""ward"", ""n_clusters"": 5}",82.299,,5,0,0.0,-0.1003574728965759,531.1426505744237,3.5389470867439288,,,,,,
doc2vec,agglomerative,42,"{""linkage"": ""ward"", ""n_clusters"": 75}",81.638,,75,0,0.0,0.0017301815096288,303.24229011457226,2.3776368447002487,,,,,,
doc2vec,agglomerative,42,"{""linkage"": ""ward"", ""n_clusters"": 8}",80.641,,8,0,0.0,-0.0834638699889183,504.7327334477993,3.4459733831231256,,,,,,
doc2vec,kmeans,42,"{""n_clusters"": 100}",6.026,,100,0,0.0,-0.0312124453485012,306.37495180836174,2.2235708945860524,,,1554883.375,,,
doc2vec,kmeans,42,"{""n_clusters"": 10}",0.845,,10,0,0.0,-0.0166871976107358,589.2337158198135,4.084330534462788,,,2260228.75,,,
doc2vec,kmeans,42,"{""n_clusters"": 15}",1.314,,15,0,0.0,-0.0023367966059595,556.0475639992392,3.3015571969608577,,,2163116.0,,,
doc2vec,kmeans,42,"{""n_clusters"": 20}",1.445,,20,0,0.0,-0.0272672828286886,512.8735636105336,3.172286731547262,,,2092103.375,,,
doc2vec,kmeans,42,"{""n_clusters"": 2}",0.383,,2,0,0.0,0.1149683073163032,708.9502811518995,6.945008406631476,,,2465048.25,,,
doc2vec,kmeans,42,"{""n_clusters"": 30}",1.957,,30,0,0.0,-0.0305233709514141,479.6959290876859,2.8069000001991955,,,1955583.375,,,
doc2vec,kmeans,42,"{""n_clusters"": 3}",0.318,,3,0,0.0,-0.0143669247627258,692.8697249416969,5.910607263175553,,,2432578.5,,,
doc2vec,kmeans,42,"{""n_clusters"": 40}",2.359,,40,0,0.0,-0.0236726589500904,440.9167377546465,2.4646232813369267,,,1859855.875,,,
doc2vec,kmeans,42,"{""n_clusters"": 4}",0.432,,4,0,0.0,0.0136563433334231,646.2815579219485,4.976023907904865,,,2406670.5,,,
doc2vec,kmeans,42,"{""n_clusters"": 50}",2.954,,50,0,0.0,-0.0314729362726211,411.2154414758495,2.5022548969561536,,,1781395.25,,,
doc2vec,kmeans,42,"{""n_clusters"": 5}",0.434,,5,0,0.0,0.0110149597749114,646.4142626304033,4.665167118772779,,,2377063.25,,,
doc2vec,kmeans,42,"{""n_clusters"": 75}",5.043,,75,0,0.0,-0.0302651636302471,355.0205554718148,2.149676191738051,,,1638034.5,,,
doc2vec,kmeans,42,"{""n_clusters"": 8}",0.65,,8,0,0.0,-0.0080059971660375,608.048438098527,4.195081627264573,,,2303850.0,,,
doc2vec,dbscan,42,"{""eps"": 5.86275, ""metric"": ""euclidean"", ""min_samples"": 5}",57.812,,11,8367,0.16734,0.2378455549478531,25.28737962933064,1.2977010428998028,,,,0.1374817192554474,29.324285494084886,4.037797999884623
doc2vec,dbscan,42,"{""eps"": 6.128241, ""metric"": ""euclidean"", ""min_samples"": 10}",101.545,,2,7636,0.15272,0.5276615023612976,143.9750520668687,0.7435851790827437,,,,0.3862790167331695,139.10385634374023,9.323136269239267
doc2vec,dbscan,42,"{""eps"": 7.376034, ""metric"": ""euclidean"", ""min_samples"": 5}",143.002,,11,3924,0.07848,0.4114288091659546,48.15738677214111,0.9314097413991764,,,,0.3024799227714538,47.014158202871336,3.3034871903414373
doc2vec,dbscan,42,"{""eps"": 7.758264, ""metric"": ""euclidean"", ""min_samples"": 10}",213.99,,2,3498,0.06996,0.4882738292217254,180.65998918358392,0.8386754382261686,,,,0.4445200562477112,176.72030172605656,7.702575964537221
doc2vec,dbscan,42,"{""eps"": 8.990741, ""metric"": ""euclidean"", ""min_samples"": 5}",297.942,,5,1883,0.03766,0.5100839734077454,36.143958399704346,0.7890339251125738,,,,0.4372746050357818,73.18803494430608,4.113943182863922
doc2vec,dbscan,42,"{""eps"": 9.533955, ""metric"": ""euclidean"", ""min_samples"": 10}",386.407,,2,1637,0.03274,0.5350874066352844,49.55248094580283,0.7636678011925759,,,,0.4258873164653778,155.98931362782758,6.290817457535588
doc2vec,hdbscan,42,"{""allow_single_cluster"": false, ""metric"": ""euclidean"", ""min_cluster_size"": 15, ""min_samples"": null}",142.029,,6,20278,0.40556,0.2965399026870727,276.80263044319,1.0040101448756888,,,,0.0500282645225524,110.61909604120692,4.658403266472129
doc2vec,hdbscan,42,"{""allow_single_cluster"": false, ""metric"": ""euclidean"", ""min_cluster_size"": 30, ""min_samples"": null}",150.501,,3,13841,0.27682,0.3896382451057434,243.56159495886823,0.9413810755435256,,,,0.216973602771759,133.15307856160953,7.612163458555599
doc2vec,hdbscan,42,"{""allow_single_cluster"": false, ""metric"": ""euclidean"", ""min_cluster_size"": 50, ""min_samples"": null}",136.425,,2,13296,0.26592,0.4028684198856354,205.67813589261127,0.986237122416781,,,,0.2129982411861419,146.962923309874,9.726484138683483
doc2vec,gmm,42,"{""covariance_type"": ""diag"", ""n_components"": 10, ""reg_covar"": 0.0001}",1.456,,10,0,0.0,-0.0437044203281402,307.76457296885786,8.970453207606578,5258306.357661627,5249407.201372657,,,,
doc2vec,gmm,42,"{""covariance_type"": ""diag"", ""n_components"": 10, ""reg_covar"": 0.001}",1.481,,10,0,0.0,-0.0430025160312652,308.9974278557527,8.964633317399318,5258451.712831888,5249552.556542918,,,,
doc2vec,gmm,42,"{""covariance_type"": ""diag"", ""n_components"": 10, ""reg_covar"": 1e-05}",1.432,,10,0,0.0,-0.0438592173159122,307.6990541831042,8.97269000824403,5258289.273732882,5249390.117443912,,,,
doc2vec,gmm,42,"{""covariance_type"": ""diag"", ""n_components"": 10, ""reg_covar"": 1e-06}",1.42,,10,0,0.0,-0.0438611097633838,307.6981243064497,8.97262527749877,5258287.61963564,5249388.463346669,,,,
doc2vec,gmm,42,"{""covariance_type"": ""diag"", ""n_components"": 100, ""reg_covar"": 0.0001}",9.965,,100,0,0.0,-0.0645588636398315,219.08390335446936,4.137397986255681,4892750.213593978,4803679.272699719,,,,
doc2vec,gmm,42,"{""covariance_type"": ""diag"", ""n_components"": 100, ""reg_covar"": 0.001}",10.144,,100,0,0.0,-0.0630805045366287,219.29464430891247,4.131777468033833,4894113.288170959,4805042.3472767,,,,
doc2vec,gmm,42,"{""covariance_type"": ""diag"", ""n_components"": 100, ""reg_covar"": 1e-05}",9.983,,100,0,0.0,-0.0647627711296081,219.0680526947204,4.135752056100565,4891694.336014003,4802623.395119743,,,,
doc2vec,gmm,42,"{""covariance_type"": ""diag"", ""n_components"": 100, ""reg_covar"": 1e-06}",9.924,,100,0,0.0,-0.0648043602705001,219.0490695282839,4.133121913521687,4890654.521755908,4801583.580861649,,,,
doc2vec,gmm,42,"{""covariance_type"": ""diag"", ""n_components"": 15, ""reg_covar"": 0.0001}",1.578,,15,0,0.0,-0.0379655137658119,306.5770288129453,7.292658792489266,5217964.977718888,5204611.83339629,,,,
doc2vec,gmm,42,"{""covariance_type"": ""diag"", ""n_components"": 15, ""reg_covar"": 0.001}",1.589,,15,0,0.0,-0.0355830416083335,308.31507987396793,7.293455024855327,5218198.364139778,5204845.21981718,,,,
doc2vec,gmm,42,"{""covariance_type"": ""diag"", ""n_components"": 15, ""reg_covar"": 1e-05}",1.609,,15,0,0.0,-0.0383267514407634,306.31671005366604,7.297437487976739,5217945.334277169,5204592.189954571,,,,
doc2vec,gmm,42,"{""covariance_type"": ""diag"", ""n_components"": 15, ""reg_covar"": 1e-06}",1.585,,15,0,0.0,-0.0383267514407634,306.3124607070766,7.297423105264472,5217943.403941255,5204590.259618658,,,,
doc2vec,gmm,42,"{""covariance_type"": ""diag"", ""n_components"": 2, ""reg_covar"": 0.0001}",0.737,,2,0,0.0,0.2482966780662536,224.1483258597151,13.465893653616256,5932716.1960759815,5930943.420640815,,,,
doc2vec,gmm,42,"{""covariance_type"": ""diag"", ""n_components"": 2, ""reg_covar"": 0.001}",0.732,,2,0,0.0,0.2498993873596191,223.7551200680357,13.48086177650935,5932755.552799337,5930982.77736417,,,,
doc2vec,gmm,42,"{""covariance_type"": ""diag"", ""n_components"": 2, ""reg_covar"": 1e-05}",0.731,,2,0,0.0,0.2482966780662536,224.17967683436905,13.464652518403692,5932713.864038058,5930941.088602891,,,,
doc2vec,gmm,42,"{""covariance_type"": ""diag"", ""n_components"": 2, ""reg_covar"": 1e-06}",0.803,,2,0,0.0,0.2482966780662536,224.17967683436905,13.464652518403692,5932713.647068211,5930940.871633044,,,,
doc2vec,gmm,42,"{""covariance_type"": ""diag"", ""n_components"": 20, ""reg_covar"": 0.0001}",2.411,,20,0,0.0,-0.0847512185573577,293.984682391008,6.982334917945612,5119168.542620329,5101361.410264105,,,,
doc2vec,gmm,42,"{""covariance_type"": ""diag"", ""n_components"": 20, ""reg_covar"": 0.001}",2.564,,20,0,0.0,-0.0833373069763183,294.64849982910454,6.982827125544283,5119256.212245071,5101449.079888847,,,,
doc2vec,gmm,42,"{""covariance_type"": ""diag"", ""n_components"": 20, ""reg_covar"": 1e-05}",2.418,,20,0,0.0,-0.084952637553215,293.9268270231574,6.98946551179079,5119146.259971726,5101339.127615501,,,,
doc2vec,gmm,42,"{""covariance_type"": ""diag"", ""n_components"": 20, ""reg_covar"": 1e-06}",2.398,,20,0,0.0,-0.0849493443965911,293.9302733559176,6.988135377909049,5119144.1650389945,5101337.03268277,,,,
doc2vec,gmm,42,"{""covariance_type"": ""diag"", ""n_components"": 3, ""reg_covar"": 0.0001}",0.789,,3,0,0.0,-0.0174375101923942,261.1652013043406,12.37034662932578,5646359.153217902,5643695.580176011,,,,
doc2vec,gmm,42,"{""covariance_type"": ""diag"", ""n_components"": 3, ""reg_covar"": 0.001}",0.832,,3,0,0.0,-0.008522268384695,259.57184367520614,12.346469787891571,5647052.068437501,5644388.495395609,,,,
doc2vec,gmm,42,"{""covariance_type"": ""diag"", ""n_components"": 3, ""reg_covar"": 1e-05}",0.776,,3,0,0.0,-0.0181949101388454,261.7382834169079,12.364744958651404,5646295.068701504,5643631.495659612,,,,
