representation,clustering_method,seed,params,clustering_time_s,error,n_clusters,noise_count,noise_ratio,silhouette,calinski_harabasz,davies_bouldin,silhouette_all,calinski_harabasz_all,davies_bouldin_all,inertia,bic,aic,stage_dir,parameter_value,parameter_type,parameter_note
word2vec,hdbscan,456,"{""allow_single_cluster"": false, ""metric"": ""euclidean"", ""min_cluster_size"": 15, ""min_samples"": null}",98.754,,398,8103,0.16206,0.908203899860382,2932.521337388352,1.6140438846419232,0.6724327802658081,212.62263829738572,2.1830470139807803,,,,primary_k_sensitivity_seed456,min_cluster_size=15,density_params,DBSCAN/HDBSCAN do not use k directly; density grid is summarized instead.
word2vec,hdbscan,456,"{""allow_single_cluster"": false, ""metric"": ""euclidean"", ""min_cluster_size"": 30, ""min_samples"": null}",113.938,,198,10101,0.20202,0.9130894541740416,4558.983618409784,2.502828567789746,0.6271442174911499,275.5100039650478,3.032627443971492,,,,primary_k_sensitivity_seed456,min_cluster_size=30,density_params,DBSCAN/HDBSCAN do not use k directly; density grid is summarized instead.
word2vec,hdbscan,456,"{""allow_single_cluster"": false, ""metric"": ""euclidean"", ""min_cluster_size"": 50, ""min_samples"": null}",112.209,,126,12015,0.2403,0.9203651547431946,5200.500892058339,3.4654861237238044,0.5923402905464172,313.17560051422254,3.9604756245404342,,,,primary_k_sensitivity_seed456,min_cluster_size=50,density_params,DBSCAN/HDBSCAN do not use k directly; density grid is summarized instead.
word2vec,gmm,456,"{""covariance_type"": ""diag"", ""n_components"": 10, ""reg_covar"": 0.0001}",1.676,,10,0,0.0,0.2486469745635986,945.8978278485326,3.823330745268996,,,,,-221871.5427910525,-230770.69908002243,primary_k_sensitivity_seed456,10,n_components,Explicit k/n_components sensitivity value.
word2vec,gmm,456,"{""covariance_type"": ""diag"", ""n_components"": 10, ""reg_covar"": 0.001}",1.114,,10,0,0.0,0.1952099800109863,847.757674815704,4.03755211859947,,,,,1567241.7888297148,1558342.6325407447,primary_k_sensitivity_seed456,10,n_components,Explicit k/n_components sensitivity value.
word2vec,gmm,456,"{""covariance_type"": ""diag"", ""n_components"": 10, ""reg_covar"": 1e-05}",1.859,,10,0,0.0,0.2475098371505737,938.9203809462858,3.791087290712492,,,,,-576468.849253864,-585368.005542834,primary_k_sensitivity_seed456,10,n_components,Explicit k/n_components sensitivity value.
word2vec,gmm,456,"{""covariance_type"": ""diag"", ""n_components"": 10, ""reg_covar"": 1e-06}",2.128,,10,0,0.0,0.2444518357515335,928.9317135745762,3.787970206887246,,,,,-955445.8803593848,-964345.0366483548,primary_k_sensitivity_seed456,10,n_components,Explicit k/n_components sensitivity value.
word2vec,gmm,456,"{""covariance_type"": ""diag"", ""n_components"": 20, ""reg_covar"": 0.0001}",2.703,,20,0,0.0,0.3348155915737152,904.4751702993116,3.3964998835286755,,,,,-1651976.1210899623,-1669783.253446187,primary_k_sensitivity_seed456,20,n_components,Explicit k/n_components sensitivity value.
word2vec,gmm,456,"{""covariance_type"": ""diag"", ""n_components"": 20, ""reg_covar"": 0.001}",3.018,,20,0,0.0,0.3362984955310821,910.1647008955422,3.423339828480286,,,,,-710110.7145638786,-727917.846920103,primary_k_sensitivity_seed456,20,n_components,Explicit k/n_components sensitivity value.
word2vec,gmm,456,"{""covariance_type"": ""diag"", ""n_components"": 20, ""reg_covar"": 1e-05}",2.588,,20,0,0.0,0.3348546922206878,904.3420119895878,3.3945508976516576,,,,,-2119181.5010349,-2136988.6333911247,primary_k_sensitivity_seed456,20,n_components,Explicit k/n_components sensitivity value.
word2vec,gmm,456,"{""covariance_type"": ""diag"", ""n_components"": 20, ""reg_covar"": 1e-06}",2.581,,20,0,0.0,0.3315217494964599,897.7055623850558,3.389566027214515,,,,,-2734224.81499064,-2752031.9473468643,primary_k_sensitivity_seed456,20,n_components,Explicit k/n_components sensitivity value.
word2vec,gmm,456,"{""covariance_type"": ""diag"", ""n_components"": 50, ""reg_covar"": 0.0001}",6.422,,50,0,0.0,0.5382307171821594,1057.1944199462964,2.3512087390080434,,,,,-6202106.109754686,-6246637.170312674,primary_k_sensitivity_seed456,50,n_components,Explicit k/n_components sensitivity value.
word2vec,gmm,456,"{""covariance_type"": ""diag"", ""n_components"": 50, ""reg_covar"": 0.001}",5.949,,50,0,0.0,0.5407859683036804,1069.0092176246294,2.364577795849212,,,,,-3703983.387622201,-3748514.448180189,primary_k_sensitivity_seed456,50,n_components,Explicit k/n_components sensitivity value.
word2vec,gmm,456,"{""covariance_type"": ""diag"", ""n_components"": 50, ""reg_covar"": 1e-05}",6.178,,50,0,0.0,0.5381689071655273,1056.910227491528,2.3498974447107543,,,,,-8445645.363303356,-8490176.423861343,primary_k_sensitivity_seed456,50,n_components,Explicit k/n_components sensitivity value.
word2vec,gmm,456,"{""covariance_type"": ""diag"", ""n_components"": 50, ""reg_covar"": 1e-06}",7.665,,50,0,0.0,0.5350252985954285,1051.846449929511,2.35129281211601,,,,,-10953176.71802918,-10997707.778587166,primary_k_sensitivity_seed456,50,n_components,Explicit k/n_components sensitivity value.
tfidf,agglomerative,789,"{""linkage"": ""ward"", ""n_clusters"": 10}",90.86,,10,0,0.0,0.107910044491291,1439.6413779031104,2.346369370860373,,,,,,,primary_k_sensitivity_seed789,10,k,Explicit k/n_components sensitivity value.
tfidf,agglomerative,789,"{""linkage"": ""ward"", ""n_clusters"": 20}",90.334,,20,0,0.0,0.31707563996315,1681.960673886142,1.7978628224093705,,,,,,,primary_k_sensitivity_seed789,20,k,Explicit k/n_components sensitivity value.
tfidf,agglomerative,789,"{""linkage"": ""ward"", ""n_clusters"": 50}",86.037,,50,0,0.0,0.6749300956726074,3907.3379205268734,0.9506010787469548,,,,,,,primary_k_sensitivity_seed789,50,k,Explicit k/n_components sensitivity value.
tfidf,kmeans,789,"{""n_clusters"": 10}",3.006,,10,0,0.0,0.0287902895361185,1368.8584486853497,2.0353453658989924,,,,2005711.125,,,primary_k_sensitivity_seed789,10,k,Explicit k/n_components sensitivity value.
tfidf,kmeans,789,"{""n_clusters"": 20}",5.935,,20,0,0.0,0.2224427014589309,1669.9263648283934,1.3663817403768828,,,,1529220.25,,,primary_k_sensitivity_seed789,20,k,Explicit k/n_components sensitivity value.
tfidf,kmeans,789,"{""n_clusters"": 50}",15.985,,50,0,0.0,0.6735772490501404,4088.894397428844,0.9594864948440672,,,,498893.3125,,,primary_k_sensitivity_seed789,50,k,Explicit k/n_components sensitivity value.
tfidf,dbscan,789,"{""eps"": 0.539451, ""metric"": ""euclidean"", ""min_samples"": 5}",11.508,,637,4468,0.08936,0.9261382818222046,114329.12962417128,0.2115345316506769,0.77520751953125,416.9653887273295,1.0621607038271872,,,,primary_k_sensitivity_seed789,"eps=0.5395, min_samples=5",density_params,DBSCAN/HDBSCAN do not use k directly; density grid is summarized instead.
tfidf,dbscan,789,"{""eps"": 1.110454, ""metric"": ""euclidean"", ""min_samples"": 10}",16.799,,321,4527,0.09054,0.9164826273918152,46027.20116045861,0.2510687676930007,0.7709916234016418,765.6052567345475,1.0953015994490287,,,,primary_k_sensitivity_seed789,"eps=1.11, min_samples=10",density_params,DBSCAN/HDBSCAN do not use k directly; density grid is summarized instead.
tfidf,dbscan,789,"{""eps"": 1.762763, ""metric"": ""euclidean"", ""min_samples"": 5}",18.972,,458,2182,0.04364,0.8746324181556702,10335.27221808862,0.3211602420922827,0.8046572208404541,1066.3543443865055,1.1040753164075952,,,,primary_k_sensitivity_seed789,"eps=1.763, min_samples=5",density_params,DBSCAN/HDBSCAN do not use k directly; density grid is summarized instead.
tfidf,dbscan,789,"{""eps"": 2.77986, ""metric"": ""euclidean"", ""min_samples"": 10}",22.825,,221,1959,0.03918,0.7026259899139404,2428.305440546203,0.680870815207969,0.6545644998550415,1202.6569121342009,1.1722348663421724,,,,primary_k_sensitivity_seed789,"eps=2.78, min_samples=10",density_params,DBSCAN/HDBSCAN do not use k directly; density grid is summarized instead.
tfidf,dbscan,789,"{""eps"": 3.015237, ""metric"": ""euclidean"", ""min_samples"": 5}",24.182,,276,991,0.01982,0.65382981300354,1202.276017273414,0.8008004267787928,0.6247525215148926,928.062960017159,1.1153754007241246,,,,primary_k_sensitivity_seed789,"eps=3.015, min_samples=5",density_params,DBSCAN/HDBSCAN do not use k directly; density grid is summarized instead.
tfidf,dbscan,789,"{""eps"": 4.033756, ""metric"": ""euclidean"", ""min_samples"": 10}",40.543,,113,843,0.01686,0.3591473698616028,731.3833961684271,0.8582034811512796,0.3535070419311523,666.8915614229104,1.1992776381972812,,,,primary_k_sensitivity_seed789,"eps=4.034, min_samples=10",density_params,DBSCAN/HDBSCAN do not use k directly; density grid is summarized instead.
tfidf,hdbscan,789,"{""allow_single_cluster"": false, ""metric"": ""euclidean"", ""min_cluster_size"": 15, ""min_samples"": null}",82.411,,368,5162,0.10324,0.929332435131073,16421.96318838957,0.3892234477491513,0.7579209804534912,701.6004968821626,1.052180047768562,,,,primary_k_sensitivity_seed789,min_cluster_size=15,density_params,DBSCAN/HDBSCAN do not use k directly; density grid is summarized instead.
tfidf,hdbscan,789,"{""allow_single_cluster"": false, ""metric"": ""euclidean"", ""min_cluster_size"": 30, ""min_samples"": null}",78.523,,192,5812,0.11624,0.922130286693573,16470.05361628774,0.3877963988792672,0.7361833453178406,1026.102498580042,1.1231505299602442,,,,primary_k_sensitivity_seed789,min_cluster_size=30,density_params,DBSCAN/HDBSCAN do not use k directly; density grid is summarized instead.
tfidf,hdbscan,789,"{""allow_single_cluster"": false, ""metric"": ""euclidean"", ""min_cluster_size"": 50, ""min_samples"": null}",84.644,,119,5681,0.11362,0.9120052456855774,11949.117784972188,0.4584507267288119,0.7367419004440308,1459.5343528194269,1.2154513564024734,,,,primary_k_sensitivity_seed789,min_cluster_size=50,density_params,DBSCAN/HDBSCAN do not use k directly; density grid is summarized instead.
tfidf,gmm,789,"{""covariance_type"": ""diag"", ""n_components"": 10, ""reg_covar"": 0.0001}",1.785,,10,0,0.0,0.1659245491027832,1212.6357451169033,2.944991747756567,,,,,-3219443.629842186,-3228342.786131156,primary_k_sensitivity_seed789,10,n_components,Explicit k/n_components sensitivity value.
tfidf,gmm,789,"{""covariance_type"": ""diag"", ""n_components"": 10, ""reg_covar"": 0.001}",2.495,,10,0,0.0,0.1740262508392334,1228.9132189017448,2.9240434664018413,,,,,-1776062.5805785295,-1784961.7368674998,primary_k_sensitivity_seed789,10,n_components,Explicit k/n_components sensitivity value.
tfidf,gmm,789,"{""covariance_type"": ""diag"", ""n_components"": 10, ""reg_covar"": 1e-05}",1.438,,10,0,0.0,0.1790295392274856,1235.0401727432695,2.8594184498273325,,,,,-3257064.3715271675,-3265963.5278161373,primary_k_sensitivity_seed789,10,n_components,Explicit k/n_components sensitivity value.
tfidf,gmm,789,"{""covariance_type"": ""diag"", ""n_components"": 10, ""reg_covar"": 1e-06}",1.736,,10,0,0.0,0.162381887435913,1215.0793399479426,2.860406468853315,,,,,-3908644.561792913,-3917543.718081882,primary_k_sensitivity_seed789,10,n_components,Explicit k/n_components sensitivity value.
tfidf,gmm,789,"{""covariance_type"": ""diag"", ""n_components"": 20, ""reg_covar"": 0.0001}",4.205,,20,0,0.0,0.3107019960880279,1394.9116186921642,2.2852674136326074,,,,,-4888466.425641781,-4906273.557998005,primary_k_sensitivity_seed789,20,n_components,Explicit k/n_components sensitivity value.
tfidf,gmm,789,"{""covariance_type"": ""diag"", ""n_components"": 20, ""reg_covar"": 0.001}",4.694,,20,0,0.0,0.2815436124801636,1374.765144673671,2.212597331854954,,,,,-2782536.9853785387,-2800344.117734764,primary_k_sensitivity_seed789,20,n_components,Explicit k/n_components sensitivity value.
tfidf,gmm,789,"{""covariance_type"": ""diag"", ""n_components"": 20, ""reg_covar"": 1e-05}",6.335,,20,0,0.0,0.3373109102249145,1415.909297611339,2.32924141959973,,,,,-7267691.549597895,-7285498.681954119,primary_k_sensitivity_seed789,20,n_components,Explicit k/n_components sensitivity value.
tfidf,gmm,789,"{""covariance_type"": ""diag"", ""n_components"": 20, ""reg_covar"": 1e-06}",10.015,,20,0,0.0,0.3259751200675964,1383.761985633593,2.3319490591317087,,,,,-8462670.789968845,-8480477.92232507,primary_k_sensitivity_seed789,20,n_components,Explicit k/n_components sensitivity value.
tfidf,gmm,789,"{""covariance_type"": ""diag"", ""n_components"": 50, ""reg_covar"": 0.0001}",8.461,,50,0,0.0,0.6367942094802856,2368.13656565798,1.6313253875572005,,,,,-9382724.933535498,-9427255.994093483,primary_k_sensitivity_seed789,50,n_components,Explicit k/n_components sensitivity value.
tfidf,gmm,789,"{""covariance_type"": ""diag"", ""n_components"": 50, ""reg_covar"": 0.001}",5.141,,50,0,0.0,0.6486614942550659,2667.9111519246103,1.335928039235037,,,,,-6161009.414821751,-6205540.475379739,primary_k_sensitivity_seed789,50,n_components,Explicit k/n_components sensitivity value.
tfidf,gmm,789,"{""covariance_type"": ""diag"", ""n_components"": 50, ""reg_covar"": 1e-05}",10.366,,50,0,0.0,0.6248934864997864,2245.6368976579643,1.664863278248362,,,,,-12352622.294572618,-12397153.355130604,primary_k_sensitivity_seed789,50,n_components,Explicit k/n_components sensitivity value.
tfidf,gmm,789,"{""covariance_type"": ""diag"", ""n_components"": 50, ""reg_covar"": 1e-06}",12.294,,50,0,0.0,0.6197830438613892,2205.544083018002,1.773922996974284,,,,,-14846882.041287651,-14891413.10184564,primary_k_sensitivity_seed789,50,n_components,Explicit k/n_components sensitivity value.
word2vec,agglomerative,789,"{""linkage"": ""ward"", ""n_clusters"": 10}",93.852,,10,0,0.0,0.2814880013465881,1048.5486023943115,2.9832395634331994,,,,,,,primary_k_sensitivity_seed789,10,k,Explicit k/n_components sensitivity value.
word2vec,agglomerative,789,"{""linkage"": ""ward"", ""n_clusters"": 20}",98.471,,20,0,0.0,0.3919505178928375,1129.0548146496103,2.385830026466364,,,,,,,primary_k_sensitivity_seed789,20,k,Explicit k/n_components sensitivity value.
word2vec,agglomerative,789,"{""linkage"": ""ward"", ""n_clusters"": 50}",97.288,,50,0,0.0,0.5259023308753967,1266.6584271433608,1.6352630641739132,,,,,,,primary_k_sensitivity_seed789,50,k,Explicit k/n_components sensitivity value.
word2vec,kmeans,789,"{""n_clusters"": 10}",3.296,,10,0,0.0,0.0802147313952446,997.9628446485164,2.044856708988046,,,,2119251.25,,,primary_k_sensitivity_seed789,10,k,Explicit k/n_components sensitivity value.
word2vec,kmeans,789,"{""n_clusters"": 20}",6.403,,20,0,0.0,0.2494803220033645,1067.65120626389,2.00524801759924,,,,1778248.375,,,primary_k_sensitivity_seed789,20,k,Explicit k/n_components sensitivity value.
word2vec,kmeans,789,"{""n_clusters"": 50}",16.843,,50,0,0.0,0.5240506529808044,1368.569142942513,1.5748168590678802,,,,1067213.75,,,primary_k_sensitivity_seed789,50,k,Explicit k/n_components sensitivity value.
word2vec,dbscan,789,"{""eps"": 1.942936, ""metric"": ""euclidean"", ""min_samples"": 5}",15.891,,641,7757,0.15514,0.9110289812088012,9420.913036612656,0.3816441521368851,0.6842698454856873,137.6943186898951,1.2781469849745666,,,,primary_k_sensitivity_seed789,"eps=1.943, min_samples=5",density_params,DBSCAN/HDBSCAN do not use k directly; density grid is summarized instead.
word2vec,dbscan,789,"{""eps"": 2.908886, ""metric"": ""euclidean"", ""min_samples"": 10}",21.951,,268,7385,0.1477,0.790693998336792,2725.525253861,0.6043275289253457,0.6029130220413208,262.82178976774725,1.3733205144616316,,,,primary_k_sensitivity_seed789,"eps=2.909, min_samples=10",density_params,DBSCAN/HDBSCAN do not use k directly; density grid is summarized instead.
word2vec,dbscan,789,"{""eps"": 3.758755, ""metric"": ""euclidean"", ""min_samples"": 5}",25.157,,382,3403,0.06806,0.3880073130130768,307.1460246130079,0.7503034619793324,0.3192422389984131,170.18788134068552,1.2945240530104831,,,,primary_k_sensitivity_seed789,"eps=3.759, min_samples=5",density_params,DBSCAN/HDBSCAN do not use k directly; density grid is summarized instead.
word2vec,dbscan,789,"{""eps"": 4.664379, ""metric"": ""euclidean"", ""min_samples"": 10}",93.689,,157,3269,0.06538,0.291921466588974,390.0924609293677,0.6039869099838083,0.2459457516670227,244.5015173712769,1.3133507606188075,,,,primary_k_sensitivity_seed789,"eps=4.664, min_samples=10",density_params,DBSCAN/HDBSCAN do not use k directly; density grid is summarized instead.
word2vec,dbscan,789,"{""eps"": 5.478994, ""metric"": ""euclidean"", ""min_samples"": 5}",116.871,,228,1694,0.03388,0.3098717331886291,215.3486523008868,0.656393893096133,0.277906984090805,170.58763084989764,1.2771704336145293,,,,primary_k_sensitivity_seed789,"eps=5.479, min_samples=5",density_params,DBSCAN/HDBSCAN do not use k directly; density grid is summarized instead.
word2vec,dbscan,789,"{""eps"": 6.793514, ""metric"": ""euclidean"", ""min_samples"": 10}",236.936,,83,1585,0.0317,0.3189779222011566,313.1876491143461,0.5660094683163984,0.3416772186756134,256.27264195758806,1.3497089611960458,,,,primary_k_sensitivity_seed789,"eps=6.794, min_samples=10",density_params,DBSCAN/HDBSCAN do not use k directly; density grid is summarized instead.
word2vec,hdbscan,789,"{""allow_single_cluster"": false, ""metric"": ""euclidean"", ""min_cluster_size"": 15, ""min_samples"": null}",103.348,,389,8123,0.16246,0.9095468521118164,2995.3288326437005,1.3523709232178691,0.681210458278656,219.74502775686383,1.951771507791191,,,,primary_k_sensitivity_seed789,min_cluster_size=15,density_params,DBSCAN/HDBSCAN do not use k directly; density grid is summarized instead.
word2vec,hdbscan,789,"{""allow_single_cluster"": false, ""metric"": ""euclidean"", ""min_cluster_size"": 30, ""min_samples"": null}",112.324,,204,10086,0.20172,0.9147802591323853,4934.225424660367,1.926631418907746,0.6344107389450073,282.08641936328763,2.5070382108292453,,,,primary_k_sensitivity_seed789,min_cluster_size=30,density_params,DBSCAN/HDBSCAN do not use k directly; density grid is summarized instead.
word2vec,hdbscan,789,"{""allow_single_cluster"": false, ""metric"": ""euclidean"", ""min_cluster_size"": 50, ""min_samples"": null}",118.976,,128,11936,0.23872,0.9184384942054749,5894.079193303282,2.664682309884724,0.5964797735214233,310.9897788265225,3.207631519981996,,,,primary_k_sensitivity_seed789,min_cluster_size=50,density_params,DBSCAN/HDBSCAN do not use k directly; density grid is summarized instead.
word2vec,gmm,789,"{""covariance_type"": ""diag"", ""n_components"": 10, ""reg_covar"": 0.0001}",1.805,,10,0,0.0,0.3180152773857116,891.8150513588379,3.5782848617421363,,,,,-3434984.937120326,-3443884.093409296,primary_k_sensitivity_seed789,10,n_components,Explicit k/n_components sensitivity value.
word2vec,gmm,789,"{""covariance_type"": ""diag"", ""n_components"": 10, ""reg_covar"": 0.001}",1.953,,10,0,0.0,0.3180152773857116,891.8150513588379,3.5782848617421363,,,,,-1356582.7069970616,-1365481.8632860316,primary_k_sensitivity_seed789,10,n_components,Explicit k/n_components sensitivity value.
word2vec,gmm,789,"{""covariance_type"": ""diag"", ""n_components"": 10, ""reg_covar"": 1e-05}",1.904,,10,0,0.0,0.3167880773544311,883.8786367034375,3.559176805590026,,,,,-5762807.997809382,-5771707.154098352,primary_k_sensitivity_seed789,10,n_components,Explicit k/n_components sensitivity value.
word2vec,gmm,789,"{""covariance_type"": ""diag"", ""n_components"": 10, ""reg_covar"": 1e-06}",1.987,,10,0,0.0,0.3167909681797027,883.8827579062727,3.558899940458713,,,,,-7820038.848822493,-7828938.005111463,primary_k_sensitivity_seed789,10,n_components,Explicit k/n_components sensitivity value.
word2vec,gmm,789,"{""covariance_type"": ""diag"", ""n_components"": 20, ""reg_covar"": 0.0001}",2.805,,20,0,0.0,0.3965966403484344,921.3414041799856,2.87859222504416,,,,,-4301779.066445408,-4319586.198801633,primary_k_sensitivity_seed789,20,n_components,Explicit k/n_components sensitivity value.
word2vec,gmm,789,"{""covariance_type"": ""diag"", ""n_components"": 20, ""reg_covar"": 0.001}",3.093,,20,0,0.0,0.3982433676719665,927.8015803225284,2.881419225182833,,,,,-2150241.7417354174,-2168048.874091642,primary_k_sensitivity_seed789,20,n_components,Explicit k/n_components sensitivity value.
word2vec,gmm,789,"{""covariance_type"": ""diag"", ""n_components"": 20, ""reg_covar"": 1e-05}",2.607,,20,0,0.0,0.3932641148567199,913.8649977660305,2.879631130326765,,,,,-6455873.6377245085,-6473680.770080733,primary_k_sensitivity_seed789,20,n_components,Explicit k/n_components sensitivity value.
word2vec,gmm,789,"{""covariance_type"": ""diag"", ""n_components"": 20, ""reg_covar"": 1e-06}",3.462,,20,0,0.0,0.3932641148567199,913.8649977660305,2.879631130326765,,,,,-8426906.485542467,-8444713.617898691,primary_k_sensitivity_seed789,20,n_components,Explicit k/n_components sensitivity value.
word2vec,gmm,789,"{""covariance_type"": ""diag"", ""n_components"": 50, ""reg_covar"": 0.0001}",8.985,,50,0,0.0,0.5461373329162598,1049.5314833654468,2.525825602949938,,,,,-5982071.613011703,-6026602.67356969,primary_k_sensitivity_seed789,50,n_components,Explicit k/n_components sensitivity value.
word2vec,gmm,789,"{""covariance_type"": ""diag"", ""n_components"": 50, ""reg_covar"": 0.001}",9.052,,50,0,0.0,0.5463098883628845,1050.894212508799,2.526106325313726,,,,,-3702951.82874502,-3747482.889303007,primary_k_sensitivity_seed789,50,n_components,Explicit k/n_components sensitivity value.
word2vec,gmm,789,"{""covariance_type"": ""diag"", ""n_components"": 50, ""reg_covar"": 1e-05}",8.036,,50,0,0.0,0.5437216758728027,1043.4093129032483,2.517117198524566,,,,,-8302658.52470793,-8347189.585265918,primary_k_sensitivity_seed789,50,n_components,Explicit k/n_components sensitivity value.
word2vec,gmm,789,"{""covariance_type"": ""diag"", ""n_components"": 50, ""reg_covar"": 1e-06}",9.766,,50,0,0.0,0.542625367641449,1038.903358324866,2.5070404324310034,,,,,-11023283.975725278,-11067815.036283266,primary_k_sensitivity_seed789,50,n_components,Explicit k/n_components sensitivity value.
